id,num_sold
230131,849.5460553949902
230136,1605.0349481894516
230141,1995.529807828447
230146,877.8066015584001
230151,1841.689152449001
230156,2309.467743054609
230161,626.1499720536368
230166,1280.4318780472897
230171,1445.0301064762248
230176,27.798093891815647
230181,57.263140238038645
230186,68.25621499273393
230191,1296.7118444564
230196,2756.1847592480385
230201,3193.5721189269766
230206,1151.9191311490636
230211,2352.4565063337786
230216,2777.5163467621646
230221,699.7334182555336
230226,1351.8020959695555
230231,1613.1135220442277
230236,740.9256019108714
230241,1436.9980174985476
230246,1678.0082445341122
230251,520.2854107444799
230256,1032.8647226264807
230261,1199.4253148749367
230266,24.795995841521076
230271,49.33535034699654
230276,55.87350738828259
230281,1088.824665047576
230286,2359.8288539253767
230291,2831.8503550542937
230296,897.2316926109222
230301,1859.0063957267303
230306,2111.8921081326175
230311,668.076469161236
230316,1339.7519560009864
230321,1584.7056765968946
230326,704.178724488131
230331,1396.136181117928
230336,1646.4043530411052
230341,503.632646015992
230346,1000.4614647172667
230351,1160.4947039090234
230356,24.09654223066777
230361,49.75023655555811
230366,57.37775194192977
230371,1077.3585851719652
230376,2214.727888174829
230381,2613.9105590238596
230386,856.1248110464007
230391,1782.2808019541953
230396,2133.5671180539684
230401,670.7389028136381
230406,1364.9101570913024
230411,1601.1381683723373
230416,683.032908643683
230421,1370.512570016419
230426,1629.7253949035623
230431,494.07466079563636
230436,997.2741207954194
230441,1174.9716727887942
230446,23.46772923892958
230451,50.028548163284746
230456,55.97827294691392
230461,1054.3335299920252
230466,2158.5550843421233
230471,2710.8156563942593
230476,846.8060389097114
230481,1785.9018029684034
230486,2096.181850489612
230491,679.9438017815519
230496,1377.7666928257772
230501,1628.6092449748096
230506,675.8305703423896
230511,1383.7721873629453
230516,1631.7721686003824
230521,488.5556141160717
230526,990.3742567838971
230531,1178.0281264985654
230536,23.277654532899653
230541,46.59483677340062
230546,55.174352568069146
230551,1065.7971870953281
230556,2239.087196117091
230561,2736.865451609491
230566,853.5469948835182
230571,1749.8133579029595
230576,2072.857683509001
230581,700.9442016427618
230586,1432.328182857142
230591,1654.7030426165718
230596,687.7209578677339
230601,1410.9138510810908
230606,1700.2000349315942
230611,502.9678242333566
230616,1020.8715501915856
230621,1200.3107408501976
230626,23.819166756045046
230631,48.022413835547475
230636,56.95396166658573
230641,1155.9593857476073
230646,2345.346892672202
230651,2849.7809870852625
230656,894.604078610349
230661,1807.3140487963358
230666,2132.3136770639762
230671,715.704261050613
